customer_id,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,country,occupation,income_bracket,customer_since
641751fe-38de-4560-b220-bfa512f641b0,Taylor,Gonzalez,1958-07-31,Female,vjohnson@example.net,502-859-7478,"380 Antonio Junctions, Lake Matthew, OH 73620",West Amy,Nauru,Artist,high,2022-09-22
e88515a9-4205-4cae-862e-d2532c35a902,Ronald,Richardson,1964-06-24,Female,nicoleperez@example.com,698-971-9183x475,"408 Joseph Mountains Apt. 285, East Bobby, SC 54294",New Alejandro,Bahamas,Artist,low,2023-02-27
fcdf77c0-fdfd-4471-b0a3-72efdce05c6d,James,Lynch,1965-01-19,Other,oparker@example.com,650.517.9163x0029,"75398 Jonathan Crossing Apt. 608, Coopertown, NE 01014",Rogersstad,Norway,Engineer,high,2022-04-20
517fecfe-dab3-46ba-80ec-d95e6387e002,Daniel,Love,1958-11-28,Other,tholland@example.org,001-804-624-5915,"73263 Curtis Well, Carriefort, VI 11437",Floresfort,Qatar,Teacher,low,2022-04-06
9f509cd9-3919-4e82-9f54-8b245f70100e,Connie,Holmes,1963-11-29,Male,schneiderdebra@example.org,+1-858-300-6042x727,"836 Michael Points Apt. 182, East Joseph, TN 09457",South Christinaton,Kyrgyz Republic,Engineer,high,2022-11-16
c61eb0a0-8b69-417d-828f-859c13e539b8,Michael,Williams,1986-01-16,Male,herbertcisneros@example.net,(440)238-1137x01937,"142 Walker Plaza Suite 878, Thomasburgh, DE 96991",Patrickshire,Guam,Teacher,low,2021-04-04
2152cac7-0b33-45bd-b017-74de4296d4cf,Cole,Wallace,2000-12-08,Other,pruittsteven@example.com,001-489-945-2152x3453,"958 Lewis Place Apt. 482, West Alyssaburgh, IA 08681",Lake Amanda,Jordan,Lawyer,middle,2021-05-28
38626a0f-32af-4033-9b68-63f5d70499cf,Jason,Odom,1965-05-13,Female,walkermary@example.com,+1-208-319-2822,"095 Brown River, North Eric, AR 24762",East Charles,Germany,Teacher,high,2022-03-31
3483bd1f-7573-41c4-86e6-eec44b2c43f3,Jeremiah,Edwards,1994-08-19,Male,cuevasbrittany@example.com,351.732.0026x695,"52854 Maria Lodge Apt. 799, Amandaland, PR 50870",Brandonfurt,Svalbard & Jan Mayen Islands,Engineer,middle,2022-03-29
e52acac8-8bb9-4f8e-8bfb-50ce38902815,Angela,Nguyen,1968-09-04,Other,rebeccabenton@example.com,857.721.1084x06527,"Unit 5245 Box 2759, DPO AE 82375",East Danielville,Guam,Engineer,middle,2022-03-16
315d08bf-1d25-43d8-8a86-e78dbedca5d3,Sandra,Bailey,1953-06-18,Female,medinakeith@example.org,678-861-1437,"0180 Martin Lodge, East Brittany, MA 50963",South Allison,Denmark,Engineer,middle,2023-09-25
bdb30b98-2a49-47b4-848c-6f903f2b29a2,Michael,Perez,1954-11-03,Male,petersonjulia@example.com,700.437.0049,"14441 Mccarthy Ferry Apt. 029, West Kelseyton, VT 46048",Hollyport,Togo,Artist,middle,2020-06-19
c81fda70-5555-4204-ae69-50c78c0a6a59,Jenny,Wright,2001-03-03,Other,wheelerbrian@example.com,(983)282-9832x1769,"PSC 2875, Box 1742, APO AP 22467",Heatherhaven,Mozambique,Lawyer,middle,2022-01-10
0432d501-4f81-41b1-9d5c-0326614b2f58,Bailey,Craig,1996-09-05,Female,andrewblair@example.org,3637631873,"763 Adams Expressway, Julieborough, OH 23981",Combsport,Oman,Artist,low,2021-07-01
d81d10f4-3e6a-496d-a209-ebe0224f49a8,Gerald,Johnson,1956-03-22,Female,ghamilton@example.com,+1-852-549-1223,"36856 Williams Way, Millermouth, CA 47836",West Kristaton,Dominican Republic,Lawyer,low,2023-12-21
beffafcb-816f-48b8-8bb2-fdd9bbd388df,Christina,Russo,1945-12-11,Other,gwendolynwilliams@example.net,+1-688-712-2422x59565,"96937 Foster Bypass Apt. 674, Lisaberg, MP 61369",Brownmouth,Bangladesh,Teacher,middle,2022-08-01
36ef908a-cc86-49e1-99be-0bf0daa5dfe7,James,Wolf,1980-03-02,Female,candice00@example.com,(490)432-3173x89550,"USNS Bolton, FPO AP 52740",Port Shelbyland,Bosnia and Herzegovina,Artist,low,2020-11-23
319f2bca-28fc-4e85-ae03-fb5f540c401b,Martin,Thompson,1974-01-24,Other,donna06@example.net,(378)218-9431x682,"439 Joshua Views, West Natasha, IN 82662",Garrettberg,France,Artist,low,2024-04-07
2a47f401-8df1-413a-83a8-9e87c4edc5cb,Lisa,Walker,1990-02-21,Female,jacksonchristopher@example.com,(999)855-9929,"960 Stephanie Shoal, New Daniel, FM 78940",West Michaelport,Holy See (Vatican City State),Doctor,middle,2024-04-08
3a931b15-6fec-45fb-afe7-a915ae950dd5,Cheryl,Drake,1952-12-12,Male,nicole04@example.com,001-977-309-9111,"389 Ashley Walk, Justinview, DE 96333",West Blake,French Guiana,Teacher,low,2022-07-01
1eff84d0-b11e-402b-a6ff-4fa8cbeaafab,Robert,Williams,1992-10-23,Other,danaevans@example.org,(510)647-1646x06220,"162 Helen Parkway Apt. 109, New Justin, PA 64720",Andersonshire,Benin,Doctor,middle,2023-02-19
05122502-4572-4191-be53-33e0fea5c3e9,Tracy,Miller,1985-10-02,Other,welchkaren@example.net,(337)201-1907x91990,"8762 Peter Drive, Crystalton, WI 25827",Lake Michele,Isle of Man,Lawyer,high,2020-10-22
0ba74058-38fa-4d39-bcda-54642a82bcb2,Courtney,Thomas,1984-05-01,Male,sara90@example.com,444-756-5014x264,"4831 Kevin Villages Apt. 514, Lake Heather, ND 22020",Stephanieshire,British Indian Ocean Territory (Chagos Archipelago),Lawyer,low,2022-02-21
4549a937-77c3-4748-a7f2-25da8802ba2a,Adrian,David,1988-04-27,Female,hawkinscarl@example.com,+1-270-530-8099x133,"81918 Shane Shores, West Abigailfort, NM 08935",South Manuelview,Montserrat,Lawyer,middle,2024-04-27
54c99c46-45f2-4db2-957f-2edbfdd7f951,Daniel,Juarez,1985-01-06,Male,gonzalezsusan@example.com,970-510-6627x163,"USS Jones, FPO AA 71894",Reedbury,Togo,Engineer,middle,2023-11-20
5f5a8880-26df-418f-8c10-d034b186f79b,Michael,Ewing,1983-12-28,Female,xwaller@example.org,780-346-3178x889,"819 Bonnie Path, Lake Garyville, VT 81715",Chenton,Croatia,Doctor,middle,2024-03-14
5540721a-33ec-4480-9f74-c0d14dfa6de3,Shelby,Wells,1986-05-22,Male,lewissydney@example.org,001-728-352-8727x519,"70701 Matthew Forges Suite 896, New Edward, ME 94595",Port Christian,Liechtenstein,Artist,middle,2021-06-23
59552970-2bef-4585-ac49-ada4c275e577,Joann,Rodriguez,1994-04-06,Other,rpetty@example.org,400-276-4924x691,"8345 Dunn Vista, New Stacey, AR 64628",East Kristen,French Southern Territories,Artist,low,2022-06-18
bfa13866-034b-4a12-b66f-3f6935e3315c,Vanessa,Gentry,1986-07-02,Male,kevingreen@example.com,(823)525-5257x9066,"3895 Smith Lights Apt. 435, Nunezbury, VI 37231",Ramosmouth,Zimbabwe,Teacher,middle,2021-10-16
788ea2eb-32df-4939-b20e-d3516a3e52dd,Melanie,Green,1968-12-28,Female,mglenn@example.org,502-480-1037x040,"806 Joshua Isle, Jonesport, NE 56339",Port William,Mauritania,Lawyer,low,2021-01-08
384803d8-a4d4-4d91-8173-dcc0141d1300,Kimberly,Charles,1966-06-17,Male,williamssteven@example.net,+1-569-792-1844x45962,"53108 Beck Haven, Willisborough, IA 98849",Jostad,Saint Helena,Teacher,high,2020-09-02
3976fb8a-ed52-4243-890e-1dac78587dcc,John,Orozco,1973-07-15,Other,keith90@example.net,768.393.6195,"18582 Miller Unions, Zhangview, WA 81243",Crawfordland,Poland,Engineer,low,2021-06-03
be340850-1d21-4d23-87c5-4f6fea7d144a,Thomas,Newton,1970-10-11,Other,rharper@example.net,683.287.7971,"74088 Chad Valley Suite 011, South Sarah, GU 07204",West Robinfort,Netherlands,Engineer,middle,2024-04-14
c19a8fb0-39cf-4c20-af33-3abe5181fc2a,Katie,Ellis,1956-07-05,Male,kayla27@example.org,(350)684-5449x9488,"Unit 8579 Box 4062, DPO AA 60426",Ramirezfurt,French Guiana,Teacher,low,2021-02-21
8b41e977-62e0-4304-9d51-30e91e4beedd,Corey,Good,1979-01-02,Male,ithomas@example.net,001-662-314-0980x6490,"45071 Norris Walks, New Brandonberg, AK 49280",Port Michael,Zambia,Teacher,high,2023-12-28
178dd6d9-3a41-4645-b352-2d46d1569709,Adam,Brown,1994-03-20,Male,wrhodes@example.org,722.422.0939x7788,"510 John Mills Suite 815, Davidfort, VT 09087",East Katherine,New Zealand,Doctor,low,2021-08-29
9bebea55-f1ec-4e6d-908c-48a00d4be153,Edward,Harris,1993-03-04,Other,staylor@example.org,(828)962-7501x37261,"68883 David Fork Apt. 415, West Lisa, SC 74250",West Jesusmouth,Tajikistan,Artist,low,2023-11-16
b7d68fa7-4296-4405-9ee6-0b25c5f99294,Mary,Stone,1985-12-20,Male,jamiegray@example.com,+1-856-454-8372x572,"24833 John Stravenue Suite 276, North Ericstad, NH 07310",Ernestside,Guam,Doctor,middle,2024-04-28
a9a17150-af35-446f-9476-aa191f6b1f60,Lisa,Douglas,1980-04-11,Female,robert43@example.org,001-651-346-1888x5206,"81750 Mcintyre Unions Suite 199, Amyhaven, MD 02421",Seanview,Serbia,Artist,low,2022-10-08
ce1fe9e4-7047-41c8-9631-7bd46123a199,Joshua,Garrett,1970-05-03,Male,daniellee@example.net,001-358-356-6257x1197,"08628 Bautista Branch Apt. 972, Dennisfurt, FL 28050",West Lori,Malta,Teacher,high,2023-06-13
a16c3748-aefc-44a0-b6ff-a89e655f90f5,Jerry,Sanders,1968-01-16,Other,brittanymckinney@example.com,+1-484-441-5749x37106,"22790 Dawson Falls Apt. 361, Christophertown, KY 74764",New Davidton,Maldives,Lawyer,high,2021-12-29
983243f3-759d-4c4b-9786-68fc93fa8a0f,David,Clark,1970-02-26,Male,lmills@example.com,264.634.1819x245,"71533 Gilmore Estate Suite 947, Blackfort, DC 21391",West Kim,Tunisia,Artist,high,2021-02-27
0e18d304-7450-4cc6-8051-1814a19ab3d9,Megan,Fox,1963-01-28,Male,shannon19@example.com,001-518-641-6056x247,"878 Johnson Isle Suite 022, Sarabury, NE 85965",New Keith,Nauru,Artist,high,2021-07-20
455b652c-d374-4551-adef-6ec6f05e00f8,Kenneth,Berry,1973-07-13,Other,uparks@example.org,001-915-682-4379,"96472 Douglas Mountains, New Elizabeth, PR 49317",Deckertown,Ukraine,Doctor,low,2022-09-08
a324a14b-f0c8-4ce2-bed6-7db07e5fd9cb,Michelle,Aguilar,1974-01-27,Male,imcguire@example.org,215-477-8398x335,"34567 Gordon Keys, Brownmouth, PA 53582",Bennettfurt,Iceland,Artist,low,2023-09-26
bd5e700d-997b-4489-a0b0-3b8620d3ca16,Michael,Nelson,1997-02-24,Male,sherrystewart@example.com,(826)279-0987x23474,"564 Edwards Rue, Port Jessica, OK 62872",Seanton,Yemen,Teacher,high,2021-01-26
f1ff5c8e-1714-4bc9-b7f3-46b127e214d6,Brian,King,1970-06-14,Other,jtaylor@example.com,(776)788-1276x08144,"18506 Brown Mission, East John, NM 73001",West Staceyburgh,British Virgin Islands,Doctor,low,2020-01-19
ecb7fa76-0dfb-454a-b9c3-651bbfcc555d,Connie,Matthews,1944-02-05,Other,dianeduncan@example.org,+1-625-361-4173,"17571 Martinez Mountains, Tuckerburgh, NY 31814",Port Rebecca,Mozambique,Engineer,high,2023-05-29
8472dc6f-945a-4556-9460-117f1add8f57,Deanna,Glover,1995-04-14,Female,ronaldreeves@example.org,8217981063,"150 Johnson Coves, Ramosville, NJ 59420",Lake Robert,Niue,Artist,middle,2023-12-17
0ff7d0e9-3181-494d-a779-bd766dce23ed,Kelsey,Burke,1947-06-30,Other,brandysmith@example.org,627.997.3679,"4540 Jeanne Common Apt. 981, Crystalbury, CA 53349",Coxtown,Iraq,Doctor,high,2022-12-14
8b62aa4b-9c78-479d-9d34-f95bbbf9cccf,Ariana,Hicks,1995-07-21,Female,zacharyrobertson@example.com,781.982.7083x0438,"83122 Pineda Points, Delgadofurt, RI 65383",West Wendyburgh,Belize,Lawyer,middle,2020-04-03
5c1423ec-8ede-45c4-a26a-7d181a5c2dc1,Drew,Hill,1988-11-12,Female,jerrymunoz@example.org,(493)283-4955x7325,"Unit 8709 Box 7724, DPO AP 21812",South Amandaland,Anguilla,Engineer,middle,2022-12-04
e7bc252e-2dbd-4af6-a09f-8b1ba177b3b2,Pamela,Nicholson,1966-10-03,Male,wallacedawn@example.com,2505015386,"246 Jessica Plains Apt. 639, North Roger, NY 40065",Port Denisehaven,El Salvador,Engineer,high,2023-09-21
fb2859f7-c499-4601-8fb3-5e77114117b6,Yolanda,Rodriguez,1988-04-10,Other,emily20@example.com,+1-792-547-9533x63239,"666 Scott Causeway, Ashleyburgh, DC 08052",Ryanside,Norfolk Island,Artist,high,2020-04-19
9bfb69ba-d916-442a-b3db-423e37ea73d8,Elizabeth,Daniels,1943-09-27,Female,nicholsonbecky@example.net,236-665-7291x7397,"745 James Plains, South Frankborough, LA 65179",North Anthony,Puerto Rico,Doctor,high,2020-03-27
4b10bf72-2c2c-4a5d-a280-8ad78b2304e5,Timothy,Phillips,1962-04-21,Female,gomezmichele@example.com,326.787.0524x388,"30454 Sanders Manor, Port Ellenburgh, SC 42430",East Michelle,Vanuatu,Teacher,middle,2022-02-06
418bf347-dfcd-409a-b333-ad057288a3a5,Emily,Wong,1978-03-15,Other,beverly33@example.org,+1-727-265-1065x61258,"2360 Cummings Greens Apt. 086, New Heatherstad, FL 78106",Hamptonton,Portugal,Teacher,high,2022-01-05
15c1fa9c-e8a7-42a6-afcf-52a91bb1939f,Matthew,Sullivan,1998-07-22,Other,ucameron@example.com,4082536161,"841 Benjamin Ferry Apt. 569, West Reginald, MD 72444",Jamieberg,Tonga,Artist,low,2022-09-12
7c27bebe-b2d1-4f15-93dd-9c5b22fe5678,Gabriel,Baldwin,1986-03-10,Male,hannah86@example.org,9928237870,"532 Robert Isle Suite 701, West Victoria, AZ 44294",Lopezland,Cote d'Ivoire,Teacher,low,2021-03-16
e1fa2672-7c45-4adc-a71d-64ea16984a5e,Jacob,Mckee,2001-09-09,Other,ycastillo@example.net,(677)405-2124,"769 Dustin Shores, Orrstad, AK 38043",Yatesbury,Norway,Doctor,high,2023-11-16
b10f6974-1bda-4db4-b0f2-9959ae780aac,Sandra,Walker,1984-10-29,Other,heidi08@example.org,789.315.9973,"4679 Jerry Tunnel Apt. 496, Alanmouth, AR 88068",West Jared,Kyrgyz Republic,Lawyer,low,2023-05-10
e12b4035-f662-4744-a2ce-09758ca5347f,Benjamin,Mullen,1995-03-28,Female,burnskathy@example.net,791.237.6688x685,"31769 Roach Inlet, Knightmouth, AL 57801",Laurafort,Cuba,Engineer,low,2020-07-25
0b219012-9143-4285-affb-db3a2fdff2c7,Leah,Morris,1984-06-17,Other,franklin16@example.org,877-299-1759,"04166 Davies Valley, Danielchester, WA 98156",North Christinaside,French Guiana,Artist,low,2023-07-21
90b3df4e-0914-4399-8763-1ad94349e190,Daisy,Giles,1994-01-23,Male,murrayryan@example.org,(351)748-3120,"231 Kimberly Extension Suite 285, Klinehaven, OH 97841",Luismouth,Norfolk Island,Doctor,low,2023-12-21
807ed717-d87c-441f-baf2-ca077b37550f,Melissa,Foster,1988-09-29,Male,anna27@example.net,001-542-358-2749x840,"5030 Carol Centers Apt. 443, New Timothystad, UT 67301",Madelinemouth,Palestinian Territory,Engineer,high,2023-12-09
c2476b07-c026-4368-90a0-8a37e511bf3e,Antonio,Delgado,1953-12-23,Other,harrischristopher@example.org,430-720-2631x6943,"118 Kylie Cape, Jamesport, GA 61266",North Ashleyborough,Mauritania,Artist,high,2022-01-07
a4bad620-ff9d-401d-a917-839eafda9d4d,Tiffany,Stevenson,1955-08-26,Male,thorne@example.net,+1-668-780-2046x86745,"2319 Graham Route, West James, AK 32661",New Cheyennefort,France,Artist,middle,2023-01-16
c2ee8e1b-0729-4ddc-aba7-99627ef4ce1f,Joshua,Estrada,1957-05-02,Male,brucesteven@example.net,3327036311,"324 Garcia Radial Suite 833, Lake Michael, LA 71771",Nelsonstad,Greece,Lawyer,middle,2024-01-12
99f225a9-6033-45b9-a0af-d339cf041d72,Craig,Henderson,1976-10-17,Male,rossdenise@example.net,(722)917-3029,"71370 Jon Unions, Boydtown, ID 05746",Maddentown,Tanzania,Engineer,middle,2021-08-23
ce2595ad-8b91-4440-82cd-5cb5f15e2a1c,Cindy,Green,1971-10-17,Male,joanna55@example.net,001-291-231-1290x955,"Unit 6465 Box 2127, DPO AA 13115",Marthastad,British Indian Ocean Territory (Chagos Archipelago),Engineer,middle,2023-11-11
4be543f0-7693-4260-930e-a82f2d931c91,Anna,Lawson,1952-12-26,Other,vincentheidi@example.net,+1-471-687-9213,"755 Fisher Green Apt. 855, North Brian, CT 42749",Port Donna,Andorra,Lawyer,high,2024-05-12
3cee4f4e-0d9e-4f05-b152-82e0fb7e13d9,George,Phillips,1954-12-29,Male,melissa60@example.org,+1-861-797-0881,"46017 Jamie Corners, South Susan, TX 61586",East Angela,Iraq,Lawyer,high,2022-07-26
